filename,label,confidence,keep,gain_r,gain_g,gain_b,exposure,acq_ts,acq_dt,ref_dt,tle_age,lat,lng,h,tle_ref_line1,tle_ref_line2
img_msec_1694431951160_2,bad,0.90548499999999998,False,8,8,8,2,1694431951160,2023/9/11 11:32:31,2023/9/10 11:58:04,0.98225606370397145,37.731023654471791,-84.582849700146824,458853.5625,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431981719_2,earth,0.93185200000000001,True,8,8,8,2,1694431981719,2023/9/11 11:33:02,2023/9/10 11:58:04,0.98260975583980326,39.662208415874119,-85.1287730601276,459129.125,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694432053801_2,bad,0.49766700000000003,True,8,8,8,2,1694432053801,2023/9/11 11:34:14,2023/9/10 11:58:04,0.98344403824012261,44.211370535196487,-86.51782180144393,459806.71875,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694432124600_2,edge,0.55718699999999999,False,8,8,8,2,1694432124600,2023/9/11 11:35:25,2023/9/10 11:58:04,0.98426347110944334,48.668635874330917,-88.059593572601727,460484.75,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694432159799_2,earth,0.93417099999999997,True,8,8,8,2,1694432159799,2023/9/11 11:36:00,2023/9/10 11:58:04,0.98467086694290629,50.879308561475582,-88.911038124346348,460816.8125,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694432234441_2,bad,0.84971799999999997,False,8,8,8,2,1694432234441,2023/9/11 11:37:14,2023/9/10 11:58:04,0.98553477897803532,55.551253576412684,-90.965784422928792,461488.90625,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694432248680_2,bad,0.84971799999999997,False,8,8,8,2,1694432248680,2023/9/11 11:37:29,2023/9/10 11:58:04,0.98569958221924026,56.439424055324466,-91.405190982803234,461610.0,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694432326439_2,bad,0.85304100000000005,False,8,8,8,2,1694432326439,2023/9/11 11:38:46,2023/9/10 11:58:04,0.98659957064955961,61.265779156828046,-94.169402690853232,462214.96875,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694432341721_2,bad,0.84971799999999997,False,8,8,8,2,1694432341721,2023/9/11 11:39:02,2023/9/10 11:58:04,0.98677644565032097,62.208365752857311,-94.802281189157455,462320.78125,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694432355881_2,bad,0.84971799999999997,False,8,8,8,2,1694432355881,2023/9/11 11:39:16,2023/9/10 11:58:04,0.98694033453648444,63.079570041870781,-95.421328554392389,462414.46875,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694432370039_2,bad,0.84971799999999997,False,8,8,8,2,1694432370039,2023/9/11 11:39:30,2023/9/10 11:58:04,0.98710420027782675,63.948335953350551,-96.074827393800859,462503.71875,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694432384200_2,bad,0.84971799999999997,False,8,8,8,2,1694432384200,2023/9/11 11:39:44,2023/9/10 11:58:04,0.98726810074731475,64.814724958999165,-96.766506990669711,462588.375,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
